,text,score,user,time
0,今天核酸结果出来之后，希望可以看到拐点出现，上海快点好起来吧,2,MYLOVEONLYYOUKUN,Mon Apr 04 08:01:18 +0800 2022
1,众志成城，共同防疫！,0,Aimee是女神,Mon Apr 04 08:00:29 +0800 2022
2,上海加油！一切都会好的！,2,阿童木很努力,Mon Apr 04 07:58:21 +0800 2022
3,新的一轮核酸筛查开始！希望各位上海市民朋友自觉配合 愿你们早日度过难关,3,Bryant曼巴魂,Mon Apr 04 08:00:48 +0800 2022
4,详细地址怎么不发了,1,今晚月光好美____________,Mon Apr 04 08:10:18 +0800 2022
5,一方有难，八方支援，不要放弃，上海加油,-2,帅逼9463764919,Mon Apr 04 08:01:27 +0800 2022
6,各地都来驰援了，上海加油！决赛顺利,1,一棵有梦想的娴Cai,Mon Apr 04 08:01:17 +0800 2022
7,不管数字多高，希望今天全市核酸，把病毒和隐患全部找出来,1,OI_LIU,Mon Apr 04 08:05:47 +0800 2022
8,上海加油,0,猪宝爱吃最甜的小蛋糕,Mon Apr 04 07:58:52 +0800 2022
9,保持2米距离，今日阳光明媚上海会很快好起来核酸采样后，也请立即戴好口罩，尽快返回家中，继续保持足不出户哦。加油！,2,Rose仙气猫猫酱,Mon Apr 04 08:36:30 +0800 2022
10,上海挺住,0,Aimee是女神,Mon Apr 04 08:00:46 +0800 2022
11,相信全中国和上海可以共度艰难时刻,2,清念本念,Mon Apr 04 07:59:24 +0800 2022
12,加油 上海一定会好起来的 ,3,JerrylllChow,Mon Apr 04 08:23:11 +0800 2022
13,现在是关键时刻上海加油,1,嘻哈妹妹98,Mon Apr 04 08:02:50 +0800 2022
14,相信上海,1,冬卫卫,Mon Apr 04 08:00:39 +0800 2022
15,希望在一周内控制住，三周清零！,1,朱荣-决胜千里,Mon Apr 04 08:01:04 +0800 2022
16,顶住！！！！！！！！！！！！,0,-红色花生米_,Mon Apr 04 07:58:26 +0800 2022
17,大家都辛苦了,-1,非乐非伤,Mon Apr 04 08:33:40 +0800 2022
18,上海加油,0,j苏染染,Mon Apr 04 08:07:44 +0800 2022
19,加油！早日胜利！,1,梁知临,Mon Apr 04 08:01:57 +0800 2022
20,快早点清0吧,2,Serena嗷,Mon Apr 04 08:12:47 +0800 2022
21,我们小区核酸ing,0,普山,Mon Apr 04 08:40:48 +0800 2022
22,,0,善良的狗1,Mon Apr 04 08:30:46 +0800 2022
23,共同守护，早日清零,0,静湖天阔,Mon Apr 04 08:26:20 +0800 2022
24,,0,为梦而安,Mon Apr 04 08:23:16 +0800 2022
25,一切都会过去的！,1,July_hua,Mon Apr 04 08:18:46 +0800 2022
26,希望今天之后，再无新高。,1,hqqhhq,Mon Apr 04 08:16:02 +0800 2022
27,感谢各方的帮助，希望可以快点恢复正常生活,3,柔柔tkd,Mon Apr 04 08:15:44 +0800 2022
28,转发微博,0,张开昊44,Mon Apr 04 08:06:25 +0800 2022
29,支援都来了，上海挺住,1,衣格美人说,Mon Apr 04 08:05:52 +0800 2022
30,希望上海赶快好起来,2,野生不可爱小公举,Mon Apr 04 08:02:07 +0800 2022
31,,0,李小淮,Mon Apr 04 08:01:09 +0800 2022
32,加油,0,天堂水沏的龙井茶水,Mon Apr 04 08:24:32 +0800 2022
33,上海加油，相信政府相信国家。,2,Hide9on_bush,Mon Apr 04 08:02:22 +0800 2022
34,上海快点好起来,1,今天我又变帅了吗,Mon Apr 04 08:40:11 +0800 2022
35,心累,0,紫萱qwq,Mon Apr 04 08:25:53 +0800 2022
36,赶紧好过去啊,1,aiyaoweige,Mon Apr 04 08:16:16 +0800 2022
37,早日清零,0,你就假装是我吧,Mon Apr 04 08:12:48 +0800 2022
38,9千例,0,歪歪等等就这个名字吧,Mon Apr 04 08:11:21 +0800 2022
39,加油 一切都会好起来的,2,白日梦想家745408,Mon Apr 04 08:09:39 +0800 2022
40,全国医疗队都来支援了，还有解放军，加油，相信很快就会好的,4,孤舟笠翁赏江雪,Mon Apr 04 08:09:03 +0800 2022
41,希望疫情早日结束,1,晨风月璃,Mon Apr 04 08:04:59 +0800 2022
42,拐点赶紧来吧,0,A程丞澄,Mon Apr 04 08:00:44 +0800 2022
43,共克时艰！,0,AliceSister,Mon Apr 04 08:08:14 +0800 2022
44,上海必胜,0,沉默是金3221868560,Mon Apr 04 08:00:52 +0800 2022
