,text,score,user,time
0,再摒一摒，管控外的数据不多了,0,问号_Z,Sun Apr 24 08:09:04 +0800 2022
1,数字稍有波动要坚持住,1.5,Aimee是女神,Sun Apr 24 08:07:41 +0800 2022
2,高位徘徊大家加强自身防护,-1,neverueverme,Sun Apr 24 08:10:41 +0800 2022
3,社会面清零不远了，我就不信消灭不了，坚持就会胜利,0,回归家境,Sun Apr 24 08:10:38 +0800 2022
4,希望上海早日实现动态清零,2,谦琼717,Sun Apr 24 08:03:51 +0800 2022
5,每天少一点，希望多一些,0.5,岑岑_cc,Sun Apr 24 08:10:13 +0800 2022
6,希望上海早点好起来吧！大白们真的挺辛苦的,1.5,Bryant曼巴魂,Sun Apr 24 08:01:11 +0800 2022
7,大家努力再坚持一下，上海加油,2,Alieen月,Sun Apr 24 08:12:13 +0800 2022
8,要打疫苗啊！,1,吓你一大跳啊,Sun Apr 24 08:15:44 +0800 2022
9,加油上海 早日动态清零 各位医护人员大白们辛苦了,-1,文子轩yi,Sun Apr 24 08:08:01 +0800 2022
10,转发微博,0,张开昊44,Sun Apr 24 08:12:46 +0800 2022
