,text,score,user,time
0,那咋往上翘了,1,蹉跎时光的那些日子,Sat Apr 16 08:09:17 +0800 2022
1,上海现在的数据应该是每天转运复核数据。所以每天都差不多，估计方仓每天只能安排这么多人。到下周方仓日出院超过两万后，局面就会迅速改善。,4,衡复1195,Sat Apr 16 08:16:04 +0800 2022
2,就算上海能清零也只是暂时的，国外不消停，中国就永无安宁之日！,1,ivan-0529,Sat Apr 16 09:24:08 +0800 2022
3,看这几天样子象是收住了,0,阳光下的rainflower,Sat Apr 16 11:09:43 +0800 2022
4,加一条出院人数和在院人数净增的曲线吧,1,姜丝楠木,Sat Apr 16 09:45:14 +0800 2022
5,一早已经做完核酸,1,加菲猫J21,Sat Apr 16 09:49:04 +0800 2022
6,方舱现在周转很快，2次核酸阴性就可出院了，出多少进多少,-1,贾斯特与肯丁,Sat Apr 16 19:39:09 +0800 2022
7,苏州全域封闭式管理了。。。,0,七奇骑Z,Sat Apr 16 19:26:21 +0800 2022
8,这么封着再不见顶真的要国安局的人出马了,0,子曰本本的,Sat Apr 16 16:37:58 +0800 2022
9,我看曲线有三日的小波动在里面。所以那个确诊大幅上升，的确是数据释放。大周期见顶了，小波动有上下，一切向好，人民必胜！,7,chessfacepde,Sat Apr 16 11:19:55 +0800 2022
10,昨天核酸，今天抗原,0,牛奶et胡萝卜,Sat Apr 16 10:28:31 +0800 2022
11,那说明不是前天下雨测的少的原因。那就好了。,0,慧剑心灯常光明,Sat Apr 16 10:01:38 +0800 2022
12,你不说拐点了,-1,白痴吃精,Sat Apr 16 09:08:41 +0800 2022
13,会清零，时间问题。,0,被拍死的浪,Sat Apr 16 09:05:14 +0800 2022
14,加油上海,0,中华王nie,Sat Apr 16 09:04:21 +0800 2022
15,今天还没说做核酸,-2.0,pushpushme,Sat Apr 16 08:56:48 +0800 2022
16,昨晚说做核酸早上又变成了只做抗原,-1,奥立娃Re,Sat Apr 16 08:50:40 +0800 2022
17,学校都做方舱了，说明短期不会好,1,祭奠老者,Sat Apr 16 08:48:54 +0800 2022
18,前两天都没有核酸啊,-1,北半球的信天翁,Sat Apr 16 08:31:37 +0800 2022
19,核酸交叉感染的问题真的要重视一下,1,隐藏的杀猪刀,Sat Apr 16 08:17:58 +0800 2022
20,没听说今天要做核酸呀。小区还没有大白出现。,-3.0,eternalkiss,Sat Apr 16 08:16:40 +0800 2022
21,上海加油吧,0,北落师门Fh,Sat Apr 16 08:15:59 +0800 2022
22,美滋滋毫无参考意义,2,宁王小跟班,Sat Apr 16 08:15:42 +0800 2022
23,确诊率高了不少,0,自飘零199811,Sat Apr 16 08:14:02 +0800 2022
24,哈哈，我就等你会不会一脸懵逼地看着今天的数据,0,李停舟,Sat Apr 16 08:13:08 +0800 2022
25,新词太多，完全看不懂,9.0,偷摘水果被蜜蜂叮到怕了丶,Sun Apr 17 04:41:20 +0800 2022
26,社会面7日均线是一个先行指标， 比 总计的7日均线会提前12日左右,2,El_Dos,Sat Apr 16 09:19:00 +0800 2022
27,加油，再坚持一下,1,莫阿娜的船,Sat Apr 16 08:58:31 +0800 2022
28,今天全市核酸是真的吗？,1,落日影院,Sat Apr 16 08:10:56 +0800 2022
29,没有核酸就没有阳性，后面核酸会变少很多,1,随机突变,Sat Apr 16 08:20:04 +0800 2022
30,新增确诊比例升高，是CT核验能力提升了吗,3,六日可见,Sat Apr 16 08:18:37 +0800 2022
