,text,score,user,time
0,有个sh旅游群里的d员（不止一个）、事业单位的骂了一个多月了。想不通他们那样恨d为啥还加入。。,-3.0,SHANMIN_M,Mon May 09 08:07:56 +0800 2022
1,中央早几天已经定调动态清零政策了，那些对抗的不配合的会付出代价的。各种运动会延期更证明中央的决心行动。,-1.0,明天时,Mon May 09 08:07:32 +0800 2022
2,小区封控了，还能持续爆出阳性的，就上海。这种十分邪门的现象，好好研究下。,6.0,正奇顺击,Mon May 09 08:05:59 +0800 2022
3,日确诊量这么大，之前吹社会面清零真没意义。还把上海人弄成骄兵。,2,会长三叔,Mon May 09 08:04:55 +0800 2022
4,反动态清零的邪气——- 你哪只眼睛看到的？,-1,皮特816,Mon May 09 08:08:47 +0800 2022
5,啥叫社会面？现在都关在家里，社会上有啥？夜猫？,0,天快亮了018,Mon May 09 08:09:22 +0800 2022
6,一个从来不团购不出去的老人阳性，这咋么解释,-1,小小靴03,Mon May 09 09:12:15 +0800 2022
7,还每天死这么多人,-2.0,缔造手游,Mon May 09 10:53:50 +0800 2022
8,昨天一个朋友共存派，说对上海挺失望的。这些人真是脑袋进水。 深圳还只有100例 以下就说要共存。不过验核酸的时候，他还挺会保护自己，大骂别人不要离自己这么近。这些人真是奇葩,2.5,血染凤凰A,Mon May 09 08:05:42 +0800 2022
9,唉ヽ（・＿・；)ノ西安年前被骂成了，现在回头开，西安妥妥的学霸,-1,南博塞纹,Mon May 09 22:12:37 +0800 2022
10,今天朋友圈爆了，都是说楼里有一个阳性全楼集中隔离不合理的，人权都搬出来，很让人疑惑，密接集中隔离有问题吗？仔细看了好几篇，发现他们是因为集中隔离的环境太差不愿意，街道居委会骗他们去酒店结果拉到方舱，也不给时间准备强行拉走，说到底还是基层组织能力办事能力太差啊,-3.0,灵小喵喵喵,Mon May 09 08:15:43 +0800 2022
11,我土生土长上海人，真心为自己家乡和国家好的人，不会在网络上去鼓吹什么共存。就像当时香港，真正为香港好的人，不会上街打砸烧一样！,3,持中道,Mon May 09 08:15:33 +0800 2022
12,几十年来，部分歪屁股玩“绝对自由”和“买办兴市”玩过了头，这次上上下下一齐遇到了真正的狠角色——病毒，以前的所谓“优越性”在降维打击面前彻底的不堪一击。所以，该长长记性，需要收收心了。最后，还是祝上海早日恢复正常社会生活状态。,0,指北哥,Mon May 09 08:15:06 +0800 2022
13,我觉得有些人还是邪里邪气的，入室消杀不按规范执行，故意过度消杀，损坏人民财产，激发民愤，引起恐慌。,-3.5,比格菲思,Mon May 09 08:13:34 +0800 2022
14,是这样。被网红之流洗脑了快两年了，不少孟买人对大号流感之说坚信不疑，对动态清零无限抵触，阳奉阴违，这就是疫情久拖不决的原因。,5.0,城北girl,Mon May 09 08:12:37 +0800 2022
15,别一张嘴叭叭叭，就你会说？上海人近两个月了，封闭在小区里，还在积极配合，换你本人，早崩了，你试试看，说得轻松。,1.0,xzww2015,Mon May 09 10:00:55 +0800 2022
16,期待中央，正本清源！,1,明日会更好10O086,Mon May 09 08:03:06 +0800 2022
17,任何人被关一个月都有脾气，哪怕是支持动态清零的,1,王玮marat,Mon May 09 10:42:13 +0800 2022
18,上海网红别出来就没问题,-1,阿benbo,Mon May 09 08:24:01 +0800 2022
19,霹雳手段，方显菩萨心肠。中央该行动了。,0,爱吃粑肉米线的兰生,Mon May 09 08:12:11 +0800 2022
20,上海本地不少人炫耀自己逃避核酸检测。,-4.0,白夜1970,Mon May 09 08:35:49 +0800 2022
21,等上海清零，看中央怎么处理？想裹挟民意为资本服务，差点就成了,2,果汁阳台花毛茛,Mon May 09 08:05:37 +0800 2022
22,我有个想法，上海既然想躺平，能不能把上海封起来，让他在里面好好躺着？,2,映红的海,Mon May 09 08:16:47 +0800 2022
23,参考吉林、北京抗疫过程。上海 防疫数据感觉不靠谱。亲身感受到北京这次抗疫的难度，全体市民、生产经营单位积极配合防疫要求。北京防疫决策层防疫政策的出台可以说殚精竭虑，太难了,2,试试就知道了嘛,Mon May 09 08:46:10 +0800 2022
24,要对对抗中央政策者实行国家专政,2,凉粉饸饹,Mon May 09 08:06:01 +0800 2022
25,博主觉得上海处理完疫情后，中央会不会动动上海官场？,1,见秋毫,Mon May 09 08:30:35 +0800 2022
26,抄袭网红胡说拐点祸国殃民，五度官员无能作秀尸位素餐，街道干部鼓吹躺平对抗中央，小政府管理无能四处寻租，大资本囤积居奇投机倒把唯利是图，自私自利流窜放毒拖人下水，带货外国神药掏空医保，崇洋媚外驱赶外地人，对逃避的外国人依依不舍，捶胸顿足。,-5,本分平常心正确事,Mon May 09 11:45:34 +0800 2022
27,不反对清0，小区里居民也都配合。但想到传言的一阳定三层或全楼的连坐机制，以及交出家钥匙以供消杀，就觉得有些瑟瑟发抖,-0.5,in_璎,Mon May 09 12:55:08 +0800 2022
28,抗疫就如同打仗。责任能力都体现在实效上。社会各群体素质也在关键时刻完全体现。人们看在眼里，记在心里。,1,smartyifan,Mon May 09 08:37:12 +0800 2022
29,现在社会流行一句话：咱抗疫……咱又不是上海。现在上海成了反面教材,1,淡淡小草太阳香,Mon May 09 08:26:40 +0800 2022
30,全民核酸常态化，重点行业高频核酸，不肯核酸的赋黄码限制进入公共场所，可以基本防住被动感染了，但主动感染的还需要另一套措施。,0.0,2014很疯狂,Mon May 09 10:09:20 +0800 2022
31,3000多例都是一个很大数字。如果不彻底消灭，前功尽弃。,0,独孤股诀之梅长苏哲,Mon May 09 08:08:56 +0800 2022
32,应该感谢宝岛以身试法！这几天，随着躺平的政策施行，什么医疗机构遭挤兑，什么孕妇惨死一尸两命，广泛的宣传已经在起作用了…精明的上海人，还有生活在上海的百万宝岛人，如今应该是都看明白了！,3,_摄友约克_,Mon May 09 11:19:10 +0800 2022
33,自私自利，基层涣散，现在发现是好事。,1,过客独行2,Mon May 09 09:20:27 +0800 2022
34,我在上海，最近我们楼天天核酸，封闭了40天了，无比的绝望,-1,我是张家红,Mon May 09 09:12:12 +0800 2022
35,需要严办一批,1,黄简书法课堂,Mon May 09 08:51:34 +0800 2022
36,上海现在还有什么社会面呢？不都是封控管控吗？,-1,师父猪,Mon May 09 08:30:39 +0800 2022
37,当4月初香港某医院行政总监说到香港输出500例左右到上海，上海疫情和香港同源，俺就知道坏事了，这500例有一小群溢出就会在上海精准防控漏洞百出的环境下大规模传播了……,2,感知视角,Mon May 09 08:55:20 +0800 2022
38,如果喜欢讨论新冠，去看庄时利和的微博就好了。我们是看科技新闻来这里的好吗？,5,我只喜欢大晴天,Mon May 09 11:56:06 +0800 2022
39,我觉得上海的核酸检测系统有很大问题 筛子是漏的 怎么筛都是徒劳,1,JasonHLLL,Mon May 09 09:58:56 +0800 2022
40,坐标北京海淀，今天不知道是哪个实验室做的，那棉花棒捅的确实比以前深了，有我第1次花钱自测时的那个感觉了。上午12点收摊儿，我怕人多排队，赶在他们收摊儿前最后一秒做完了。感谢这些大白们。,6.0,remora007,Mon May 09 12:43:43 +0800 2022
41,团购的倒卖抗疫物资，要是疫情结束就没钱赚了，懂吧？,0,渡鸦楠了个沧,Mon May 09 12:39:52 +0800 2022
42,对于在中央三令五申防疫政策后还虚与蛇尾的外省管理层不能再将就了，没有执行力，动态清零在上海就兑变成了制约经济发展的黑洞和泥沼，反噬过往两年多得来不易的的成功果实并且被敌对势力诟病抹黑。,0.0,来自于奥马哈的二哈,Mon May 09 10:46:36 +0800 2022
43,反对动态清零不是不管，而是需要科学防疫，尊重民间疾苦！ 这是正气，可惜的是现在 暂时 敌不过 以政治为主 忽视科学 忽视民生民意的 邪气。 不过，科学 和  民意 最后一定让 固执己见的 伪科学 民众反感的 政策 彻底失败！,1.0,DM之心,Mon May 09 09:20:43 +0800 2022
44,自以为是、对着干，影响的不但是防疫，还有正z规矩,-1,琪奇骑齐,Mon May 09 09:15:29 +0800 2022
45,我妈说她小区有人晚上翻墙出去偷偷上班。居委在加高围栏。,-2,zkjnsb,Mon May 09 08:41:50 +0800 2022
46,它们不会让上海这么快就恢复的,0,四月不大冷,Mon May 09 08:49:10 +0800 2022
47,个人利益凌驾于集体之上，容不得自己半点微末利益受损！---美名其曰：自由！SH，一座在社会主义国家上的资本主义城市！,2.5,Leo听君歌一曲,Mon May 09 11:39:28 +0800 2022
48,人大应该紧急立法，细化疫情防控期间各个层级政府的法律边界。,0,金融圈小混混,Mon May 09 10:06:35 +0800 2022
49,还记得非典那年的北京市委书记，上任没几天就被拿下,0,Ajiezo,Mon May 09 09:38:19 +0800 2022
50,你可以体验下关在家两个月。天天提提心吊胆撒没东西吃的日子～,-1,Sonic_kid,Mon May 09 09:26:46 +0800 2022
51,应隔尽隔，尽收尽收。还没完全做到！,-1.0,田心为雨,Mon May 09 08:42:21 +0800 2022
52,面粉里丢几粒芝麻好找，面粉里扔几颗打散的煤球就不是一天两天清得干净了！都污染了！,-1,遥宇170747,Mon May 09 08:31:33 +0800 2022
53,胶着期也太长了，上海这个城巿老了？战斗力和进取精神没了？,1,威廉boys,Mon May 09 08:27:50 +0800 2022
54,一锅端了,0,宗益优选,Mon May 09 10:13:52 +0800 2022
55,把耗材全部集中一起用军队押送到印度，跟阿三一起让新冠进化,2,TK主理,Mon May 09 11:07:35 +0800 2022
56,你记错了是北京市长，卫生部部长二条路线各撤换一个算扯平了//@Ajiezo:还记得非典那年的北京市委书记，上任没几天就被拿下,1,有才的食神,Mon May 09 11:03:58 +0800 2022
57,首先你要知道在上海公安当个总队长都要北京点头各区各局哪个人不是北京没关系的，处罚一批倒卖物资的居委街道外加问责几个市、区级到顶了//@见秋毫:博主觉得上海处理完疫情后，中央会不会动动上海官场？,4,有才的食神,Mon May 09 11:01:59 +0800 2022
58,管理水平低下,-1,平衡曰静,Mon May 09 10:59:40 +0800 2022
59,很痛苦,-3.0,everchun跃春,Mon May 09 10:54:46 +0800 2022
60,估计解封以后外国人跑掉一半，能移民的中国人也差不多都移民了。拥抱自由去了,2,浮子下沉new2,Mon May 09 10:49:48 +0800 2022
61,上海这次损失大了，估计这波疫情过后，很多人都会选择离开这座城市，失望透顶。,1,这是绿色儿童版的微博吗,Mon May 09 10:46:00 +0800 2022
62,就问阳了不肯走怎么办,-1,不知起什么微博昵称,Mon May 09 10:20:50 +0800 2022
63,这两天，刘子枫和秦怡两位老师先后离世，不知是不是因为疫情，也不敢问，怕被说是造谣……,-2,百里杜鹃的天空,Mon May 09 10:02:21 +0800 2022
64,希望上海再有一个月能完,3,不起眼的老兵,Mon May 09 08:52:26 +0800 2022
65,比昨天提高了。,1,zhongguolongNO1,Mon May 09 08:39:39 +0800 2022
66,军令状20号清零？,0,不疾而速2020,Mon May 09 08:33:06 +0800 2022
67,疫情一定会结束,2,夏末-清风,Mon May 09 08:19:57 +0800 2022
68,开云居民大会统一思想。这样下去别又反扑了。,1,风沙风暴,Mon May 09 08:12:33 +0800 2022
69,响应中央号召，落实中央指示精神，实实在在工外，方可亡羊补牢，才是上海的“王道”。,1,苍龙飞天79,Mon May 09 10:58:43 +0800 2022
70,其实只要他们不外溢，他们想怎么共存怎么共存，,0,西瓜真好吃哦,Mon May 09 13:31:14 +0800 2022
71,精辟//@HW前HR:精致利己主义者，有利益就钻//@SHANMIN_M:有个sh旅游群里的d员（不止一个）、事业单位的骂了一个多月了。想不通他们那样恨d为啥还加入。。,-1.0,婶子快快撕下虚伪面具,Mon May 09 13:52:43 +0800 2022
72,现在不是谣言问题，是真敢这样对老百姓，你以为没问题实际问题很大，天天安慰自己没事怎么可能,0.0,白羊王子殿下,Mon May 09 10:27:38 +0800 2022
