,text,score,user,time
0,上海要挺住,1,Aimee是女神,Sun Apr 10 07:58:52 +0800 2022
1,拐点快点到来,0,盈盈芳华-f,Sun Apr 10 07:59:30 +0800 2022
2,春已至，望百姓安康。盼疫散，愿沪上无恙。,5,LC_127,Sun Apr 10 08:08:23 +0800 2022
3,向前线的医护大白们致敬辛苦了 早点好起来上海,2,Bryant曼巴魂,Sun Apr 10 08:10:08 +0800 2022
4,大家加油啊，希望上海的大家都能共克时艰,1,魔都的authority别dog叫了,Sun Apr 10 08:06:37 +0800 2022
5,加油！！！,0,Hndy_,Sun Apr 10 07:58:24 +0800 2022
6,加油呀小笼包,0,川中周星驰,Sun Apr 10 07:57:33 +0800 2022
7,大多数都是闭环管理发现的，风险人群筛查出来的阳性占的比例越来越低啦,3,_橘年_,Sun Apr 10 08:06:15 +0800 2022
8,阳光总在风雨后,0,卫卫在睡觉,Sun Apr 10 08:07:28 +0800 2022
9,希望拐点早日出现,1,阳光小树树,Sun Apr 10 08:02:31 +0800 2022
10,希望大家都平安。快点好起来。,3,动物园打扫阿姨,Sun Apr 10 08:37:40 +0800 2022
11,我爱的上海，快好起来吧！求求了,2,卡卡卡卡卡kaaa,Sun Apr 10 08:01:31 +0800 2022
12,上海加油,0,凯立1986,Sun Apr 10 07:59:18 +0800 2022
13,团结一心，共同抗疫！,0,龙京涯,Sun Apr 10 08:08:17 +0800 2022
